HP,Provider,HK,Type of asset,MEASURE,Measure,LOCATION,Country,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,NOR,Norway,2013,2013,PC,Percentage,0,Units,,,0.488,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,NOR,Norway,2014,2014,PC,Percentage,0,Units,,,0.551,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,NOR,Norway,2015,2015,PC,Percentage,0,Units,,,0.477,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,NOR,Norway,2016,2016,PC,Percentage,0,Units,,,0.509,P,Provisional value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2000,2000,NOK,Norwegian Krone,6,Millions,,,8496,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2001,2001,NOK,Norwegian Krone,6,Millions,,,9778,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2002,2002,NOK,Norwegian Krone,6,Millions,,,9528,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2003,2003,NOK,Norwegian Krone,6,Millions,,,10262,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2004,2004,NOK,Norwegian Krone,6,Millions,,,10956,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2005,2005,NOK,Norwegian Krone,6,Millions,,,11163,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2006,2006,NOK,Norwegian Krone,6,Millions,,,11392,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2007,2007,NOK,Norwegian Krone,6,Millions,,,12512.8,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2008,2008,NOK,Norwegian Krone,6,Millions,,,11362,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2009,2009,NOK,Norwegian Krone,6,Millions,,,10105,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2010,2010,NOK,Norwegian Krone,6,Millions,,,8945,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2011,2011,NOK,Norwegian Krone,6,Millions,,,9621,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2012,2012,NOK,Norwegian Krone,6,Millions,,,11338,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2013,2013,NOK,Norwegian Krone,6,Millions,,,15000,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2014,2014,NOK,Norwegian Krone,6,Millions,,,17289,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2015,2015,NOK,Norwegian Krone,6,Millions,,,14866,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,NOR,Norway,2016,2016,NOK,Norwegian Krone,6,Millions,,,15833,P,Provisional value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2000,2000,NOK,Norwegian Krone,6,Millions,2010,2010,11837.885,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2001,2001,NOK,Norwegian Krone,6,Millions,2010,2010,13113.199,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2002,2002,NOK,Norwegian Krone,6,Millions,2010,2010,12485.39,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2003,2003,NOK,Norwegian Krone,6,Millions,2010,2010,13094.263,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2004,2004,NOK,Norwegian Krone,6,Millions,2010,2010,13639.716,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2005,2005,NOK,Norwegian Krone,6,Millions,2010,2010,13527.407,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2006,2006,NOK,Norwegian Krone,6,Millions,2010,2010,13216.177,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2007,2007,NOK,Norwegian Krone,6,Millions,2010,2010,13927.936,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2008,2008,NOK,Norwegian Krone,6,Millions,2010,2010,12108.01,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2009,2009,NOK,Norwegian Krone,6,Millions,2010,2010,10478.914,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2010,2010,NOK,Norwegian Krone,6,Millions,2010,2010,8945,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2011,2011,NOK,Norwegian Krone,6,Millions,2010,2010,9422.722,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2012,2012,NOK,Norwegian Krone,6,Millions,2010,2010,10832.557,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2013,2013,NOK,Norwegian Krone,6,Millions,2010,2010,13907.146,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2014,2014,NOK,Norwegian Krone,6,Millions,2010,2010,15636.147,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2015,2015,NOK,Norwegian Krone,6,Millions,2010,2010,13144.073,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",NOR,Norway,2016,2016,NOK,Norwegian Krone,6,Millions,2010,2010,13624.837,P,Provisional value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2000,2000,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2001,2001,PC,Percentage,0,Units,,,100,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2002,2002,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2003,2003,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2004,2004,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2005,2005,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2006,2006,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2007,2007,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2008,2008,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2009,2009,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2010,2010,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2011,2011,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2012,2012,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2013,2013,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2014,2014,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2015,2015,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,NOR,Norway,2016,2016,PC,Percentage,0,Units,,,100,P,Provisional value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,POL,Poland,2000,2000,PC,Percentage,0,Units,,,0.203,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,POL,Poland,2001,2001,PC,Percentage,0,Units,,,0.177,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,POL,Poland,2002,2002,PC,Percentage,0,Units,,,0.242,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,POL,Poland,2003,2003,PC,Percentage,0,Units,,,0.259,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,POL,Poland,2004,2004,PC,Percentage,0,Units,,,0.279,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,POL,Poland,2005,2005,PC,Percentage,0,Units,,,0.362,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,POL,Poland,2006,2006,PC,Percentage,0,Units,,,0.343,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,POL,Poland,2007,2007,PC,Percentage,0,Units,,,0.402,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,POL,Poland,2008,2008,PC,Percentage,0,Units,,,0.456,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,POL,Poland,2009,2009,PC,Percentage,0,Units,,,0.48,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,POL,Poland,2010,2010,PC,Percentage,0,Units,,,0.464,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,POL,Poland,2011,2011,PC,Percentage,0,Units,,,0.467,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,POL,Poland,2012,2012,PC,Percentage,0,Units,,,0.415,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,POL,Poland,2000,2000,PLN,Zloty,6,Millions,,,1519,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,POL,Poland,2001,2001,PLN,Zloty,6,Millions,,,1383,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,POL,Poland,2002,2002,PLN,Zloty,6,Millions,,,1958.11,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,POL,Poland,2003,2003,PLN,Zloty,6,Millions,,,2195,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,POL,Poland,2004,2004,PLN,Zloty,6,Millions,,,2599.3,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,POL,Poland,2005,2005,PLN,Zloty,6,Millions,,,3580.629,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,POL,Poland,2006,2006,PLN,Zloty,6,Millions,,,3673.626,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,POL,Poland,2007,2007,PLN,Zloty,6,Millions,,,4777.102,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,POL,Poland,2008,2008,PLN,Zloty,6,Millions,,,5868.847,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,POL,Poland,2009,2009,PLN,Zloty,6,Millions,,,6590.32,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,POL,Poland,2010,2010,PLN,Zloty,6,Millions,,,6710.387,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,POL,Poland,2011,2011,PLN,Zloty,6,Millions,,,7323.322,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,POL,Poland,2012,2012,PLN,Zloty,6,Millions,,,6760.792,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",POL,Poland,2000,2000,PLN,Zloty,6,Millions,2010,2010,2000.035,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",POL,Poland,2001,2001,PLN,Zloty,6,Millions,2010,2010,1765.823,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",POL,Poland,2002,2002,PLN,Zloty,6,Millions,2010,2010,2454.732,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",POL,Poland,2003,2003,PLN,Zloty,6,Millions,2010,2010,2730.77,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",POL,Poland,2004,2004,PLN,Zloty,6,Millions,2010,2010,3082.344,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",POL,Poland,2005,2005,PLN,Zloty,6,Millions,2010,2010,4139.69,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",POL,Poland,2006,2006,PLN,Zloty,6,Millions,2010,2010,4175.155,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",POL,Poland,2007,2007,PLN,Zloty,6,Millions,2010,2010,5234.89,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",POL,Poland,2008,2008,PLN,Zloty,6,Millions,2010,2010,6191.247,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",POL,Poland,2009,2009,PLN,Zloty,6,Millions,2010,2010,6699.69,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",POL,Poland,2010,2010,PLN,Zloty,6,Millions,2010,2010,6710.387,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",POL,Poland,2011,2011,PLN,Zloty,6,Millions,2010,2010,7094.243,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",POL,Poland,2012,2012,PLN,Zloty,6,Millions,2010,2010,6398.957,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,POL,Poland,2000,2000,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,POL,Poland,2001,2001,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,POL,Poland,2002,2002,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,POL,Poland,2003,2003,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,POL,Poland,2004,2004,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,POL,Poland,2005,2005,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,POL,Poland,2006,2006,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,POL,Poland,2007,2007,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,POL,Poland,2008,2008,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,POL,Poland,2009,2009,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,POL,Poland,2010,2010,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,POL,Poland,2011,2011,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,POL,Poland,2012,2012,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,SVK,Slovak Republic,2000,2000,PC,Percentage,0,Units,,,0.112,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,SVK,Slovak Republic,2001,2001,PC,Percentage,0,Units,,,0.096,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,SVK,Slovak Republic,2002,2002,PC,Percentage,0,Units,,,0.041,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,SVK,Slovak Republic,2003,2003,PC,Percentage,0,Units,,,0.249,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,SVK,Slovak Republic,2004,2004,PC,Percentage,0,Units,,,0.584,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,SVK,Slovak Republic,2005,2005,PC,Percentage,0,Units,,,0.293,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,SVK,Slovak Republic,2006,2006,PC,Percentage,0,Units,,,0.32,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,SVK,Slovak Republic,2007,2007,PC,Percentage,0,Units,,,0.368,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,SVK,Slovak Republic,2008,2008,PC,Percentage,0,Units,,,0.378,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,SVK,Slovak Republic,2009,2009,PC,Percentage,0,Units,,,0.528,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,SVK,Slovak Republic,2010,2010,PC,Percentage,0,Units,,,0.496,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,SVK,Slovak Republic,2011,2011,PC,Percentage,0,Units,,,0.353,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,SVK,Slovak Republic,2012,2012,PC,Percentage,0,Units,,,0.331,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,SVK,Slovak Republic,2013,2013,PC,Percentage,0,Units,,,0.257,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,SVK,Slovak Republic,2000,2000,EUR,Euro,6,Millions,,,35.55,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,SVK,Slovak Republic,2001,2001,EUR,Euro,6,Millions,,,32.8,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,SVK,Slovak Republic,2002,2002,EUR,Euro,6,Millions,,,15.3,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,SVK,Slovak Republic,2003,2003,EUR,Euro,6,Millions,,,103,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,SVK,Slovak Republic,2004,2004,EUR,Euro,6,Millions,,,269.32,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,SVK,Slovak Republic,2005,2005,EUR,Euro,6,Millions,,,147.763,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,SVK,Slovak Republic,2006,2006,EUR,Euro,6,Millions,,,180.152,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,SVK,Slovak Republic,2007,2007,EUR,Euro,6,Millions,,,232.148,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,SVK,Slovak Republic,2008,2008,EUR,Euro,6,Millions,,,259.212,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,SVK,Slovak Republic,2009,2009,EUR,Euro,6,Millions,,,338.24,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,SVK,Slovak Republic,2010,2010,EUR,Euro,6,Millions,,,335.135,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,SVK,Slovak Republic,2011,2011,EUR,Euro,6,Millions,,,248.962,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,SVK,Slovak Republic,2012,2012,EUR,Euro,6,Millions,,,240.855,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,SVK,Slovak Republic,2013,2013,EUR,Euro,6,Millions,,,190.408,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",SVK,Slovak Republic,2000,2000,EUR,Euro,6,Millions,2010,2010,47.129,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",SVK,Slovak Republic,2001,2001,EUR,Euro,6,Millions,2010,2010,41.378,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",SVK,Slovak Republic,2002,2002,EUR,Euro,6,Millions,2010,2010,18.568,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",SVK,Slovak Republic,2003,2003,EUR,Euro,6,Millions,2010,2010,118.644,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",SVK,Slovak Republic,2004,2004,EUR,Euro,6,Millions,2010,2010,293.27,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",SVK,Slovak Republic,2005,2005,EUR,Euro,6,Millions,2010,2010,157.069,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",SVK,Slovak Republic,2006,2006,EUR,Euro,6,Millions,2010,2010,186.067,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",SVK,Slovak Republic,2007,2007,EUR,Euro,6,Millions,2010,2010,237.093,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",SVK,Slovak Republic,2008,2008,EUR,Euro,6,Millions,2010,2010,257.436,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",SVK,Slovak Republic,2009,2009,EUR,Euro,6,Millions,2010,2010,339.881,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",SVK,Slovak Republic,2010,2010,EUR,Euro,6,Millions,2010,2010,335.135,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",SVK,Slovak Republic,2011,2011,EUR,Euro,6,Millions,2010,2010,244.926,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",SVK,Slovak Republic,2012,2012,EUR,Euro,6,Millions,2010,2010,233.998,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",SVK,Slovak Republic,2013,2013,EUR,Euro,6,Millions,2010,2010,184.033,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,SVK,Slovak Republic,2000,2000,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,SVK,Slovak Republic,2001,2001,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,SVK,Slovak Republic,2002,2002,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,SVK,Slovak Republic,2003,2003,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,SVK,Slovak Republic,2004,2004,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,SVK,Slovak Republic,2005,2005,PC,Percentage,0,Units,,,100,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,SVK,Slovak Republic,2006,2006,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,SVK,Slovak Republic,2007,2007,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,SVK,Slovak Republic,2008,2008,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,SVK,Slovak Republic,2009,2009,PC,Percentage,0,Units,,,100,,
