"Row","IndicatorCode","IndicatorName","LineItems",
"1445","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Other Energy Industries",
"1446","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Manufacturing Industries and Construction",
"1447","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Domestic aviation",
"1448","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Road transportation",
"1449","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Rail transportation",
"1450","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Inland navigation",
"1451","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Other transportation",
"1452","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Residential and other sectors",
"1453","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Fugitive emissions from solid fuels",
"1454","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Fugitive emissions from oil and gas",
"1455","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Memo: International aviation",
"1456","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Memo: International navigation",
"1457","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Production of minerals",
"1458","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Cement production",
"1459","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Lime production",
"1460","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Production of chemicals",
"1461","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Production of metals",
"1462","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Production of pulp/paper/food/drink",
"1463","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Production of halocarbons and SF6",
"1464","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Refrigeration and Air Conditioning",
"1465","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Foam Blowing",
"1466","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Fire Extinguishers",
"1467","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Aerosols",
"1468","I-AIR-NOx","I-AIR-NOx emissions (Gg)","F-gas as Solvent",
"1469","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Semiconductor/Electronics Manufacture",
"1470","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Electrical Equipment",
"1471","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Other F-gas use",
"1472","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Non-energy use of lubricants/waxes (CO2)",
"1473","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Solvent and other product use: paint",
"1474","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Solvent and other product use: degrease",
"1475","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Solvent and other product use: chemicals",
"1476","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Solvent and other product use: other",
"1477","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Enteric fermentation",
"1478","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Manure management",
"1479","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Rice cultivation",
"1480","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Direct soil emissions",
"1481","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Manure in pasture/range/paddock",
"1482","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Indirect N2O from agriculture",
"1483","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Other direct soil emissions",
"1484","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Savanna burning",
"1485","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Agricultural waste burning",
"1486","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Forest fires",
"1487","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Grassland fires",
"1488","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Decay of wetlands/peatlands",
"1489","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Other vegetation fires",
"1490","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Forest Fires-Post burn decay",
"1491","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Solid waste disposal on land",
"1492","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Wastewater handling",
"1493","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Waste incineration",
"1494","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Other waste handling",
"1495","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Fossil fuel fires",
"1496","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Indirect N2O from non-agricultural NOx",
"1497","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Indirect N2O from non-agricultural NH3",
"1498","I-AIR-NOx","I-AIR-NOx emissions (Gg)","Other sources",
"1499","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Public electricity and heat production",
"1500","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Other Energy Industries",
"1501","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Manufacturing Industries and Construction",
"1502","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Domestic aviation",
"1503","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Road transportation",
"1504","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Rail transportation",
"1505","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Inland navigation",
"1506","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Other transportation",
"1507","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Residential and other sectors",
"1508","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Fugitive emissions from solid fuels",
"1509","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Fugitive emissions from oil and gas",
"1510","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Memo: International aviation",
"1511","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Memo: International navigation",
"1512","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Production of minerals",
"1513","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Cement production",
"1514","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Lime production",
"1515","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Production of chemicals",
"1516","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Production of metals",
"1517","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Production of pulp/paper/food/drink",
"1518","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Production of halocarbons and SF6",
"1519","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Refrigeration and Air Conditioning",
"1520","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Foam Blowing",
"1521","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Fire Extinguishers",
"1522","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Aerosols",
"1523","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","F-gas as Solvent",
"1524","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Semiconductor/Electronics Manufacture",
"1525","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Electrical Equipment",
"1526","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Other F-gas use",
"1527","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Non-energy use of lubricants/waxes (CO2)",
"1528","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Solvent and other product use: paint",
"1529","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Solvent and other product use: degrease",
"1530","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Solvent and other product use: chemicals",
"1531","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Solvent and other product use: other",
"1532","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Enteric fermentation",
"1533","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Manure management",
"1534","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Rice cultivation",
"1535","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Direct soil emissions",
"1536","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Manure in pasture/range/paddock",
"1537","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Indirect N2O from agriculture",
"1538","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Other direct soil emissions",
"1539","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Savanna burning",
"1540","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Agricultural waste burning",
"1541","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Forest fires",
"1542","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Grassland fires",
"1543","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Decay of wetlands/peatlands",
"1544","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Other vegetation fires",
"1545","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Forest Fires-Post burn decay",
"1546","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Solid waste disposal on land",
"1547","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Wastewater handling",
"1548","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Waste incineration",
"1549","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Other waste handling",
"1550","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Fossil fuel fires",
"1551","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Indirect N2O from non-agricultural NOx",
"1552","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Indirect N2O from non-agricultural NH3",
"1553","I-AIR-NMVOC","I-AIR-NMVOC emissions (Gg)","Other sources",
"1554","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Public electricity and heat production",
"1555","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Other Energy Industries",
"1556","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Manufacturing Industries and Construction",
"1557","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Domestic aviation",
"1558","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Road transportation",
"1559","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Rail transportation",
"1560","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Inland navigation",
"1561","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Other transportation",
"1562","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Residential and other sectors",
"1563","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Fugitive emissions from solid fuels",
"1564","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Fugitive emissions from oil and gas",
"1565","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Memo: International aviation",
"1566","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Memo: International navigation",
"1567","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Production of minerals",
"1568","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Cement production",
"1569","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Lime production",
"1570","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Production of chemicals",
"1571","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Production of metals",
"1572","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Production of pulp/paper/food/drink",
"1573","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Production of halocarbons and SF6",
"1574","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Refrigeration and Air Conditioning",
"1575","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Foam Blowing",
"1576","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Fire Extinguishers",
"1577","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Aerosols",
"1578","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","F-gas as Solvent",
"1579","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Semiconductor/Electronics Manufacture",
"1580","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Electrical Equipment",
"1581","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Other F-gas use",
"1582","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Non-energy use of lubricants/waxes (CO2)",
"1583","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Solvent and other product use: paint",
"1584","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Solvent and other product use: degrease",
"1585","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Solvent and other product use: chemicals",
"1586","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Solvent and other product use: other",
"1587","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Enteric fermentation",
"1588","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Manure management",
"1589","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Rice cultivation",
"1590","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Direct soil emissions",
"1591","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Manure in pasture/range/paddock",
"1592","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Indirect N2O from agriculture",
"1593","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Other direct soil emissions",
"1594","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Savanna burning",
"1595","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Agricultural waste burning",
"1596","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Forest fires",
"1597","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Grassland fires",
"1598","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Decay of wetlands/peatlands",
"1599","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Other vegetation fires",
"1600","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Forest Fires-Post burn decay",
"1601","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Solid waste disposal on land",
"1602","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Wastewater handling",
"1603","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Waste incineration",
"1604","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Other waste handling",
"1605","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Fossil fuel fires",
"1606","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Indirect N2O from non-agricultural NOx",
"1607","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Indirect N2O from non-agricultural NH3",
"1608","I-AIR-NH3","I-AIR-NH3 emissions (Gg)","Other sources",
"1609","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Public electricity and heat production",
"1610","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Other Energy Industries",
"1611","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Manufacturing Industries and Construction",
"1612","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Domestic aviation",
"1613","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Road transportation",
"1614","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Rail transportation",
"1615","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Inland navigation",
"1616","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Other transportation",
"1617","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Residential and other sectors",
"1618","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Fugitive emissions from solid fuels",
"1619","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Fugitive emissions from oil and gas",
"1620","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Memo: International aviation",
"1621","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Memo: International navigation",
"1622","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Production of minerals",
"1623","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Cement production",
"1624","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Lime production",
"1625","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Production of chemicals",
"1626","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Production of metals",
"1627","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Production of pulp/paper/food/drink",
"1628","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Production of halocarbons and SF6",
"1629","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Refrigeration and Air Conditioning",
"1630","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Foam Blowing",
"1631","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Fire Extinguishers",
"1632","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Aerosols",
"1633","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","F-gas as Solvent",
"1634","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Semiconductor/Electronics Manufacture",
"1635","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Electrical Equipment",
"1636","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Other F-gas use",
"1637","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Non-energy use of lubricants/waxes (CO2)",
"1638","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Solvent and other product use: paint",
"1639","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Solvent and other product use: degrease",
"1640","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Solvent and other product use: chemicals",
"1641","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Solvent and other product use: other",
"1642","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Enteric fermentation",
"1643","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Manure management",
"1644","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Rice cultivation",
"1645","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Direct soil emissions",
"1646","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Manure in pasture/range/paddock",
"1647","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Indirect N2O from agriculture",
"1648","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Other direct soil emissions",
"1649","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Savanna burning",
"1650","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Agricultural waste burning",
"1651","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Forest fires",
"1652","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Grassland fires",
"1653","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Decay of wetlands/peatlands",
"1654","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Other vegetation fires",
"1655","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Forest Fires-Post burn decay",
"1656","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Solid waste disposal on land",
"1657","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Wastewater handling",
"1658","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Waste incineration",
"1659","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Other waste handling",
"1660","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Fossil fuel fires",
"1661","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Indirect N2O from non-agricultural NOx",
"1662","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Indirect N2O from non-agricultural NH3",
"1663","I-AIR-SO2","I-AIR-SO2 emissions (Gg)","Other sources",
"1664","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Public electricity and heat production",
"1665","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Other Energy Industries",
"1666","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Manufacturing Industries and Construction",
"1667","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Domestic aviation",
"1668","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Road transportation",
"1669","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Rail transportation",
"1670","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Inland navigation",
"1671","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Other transportation",
"1672","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Residential and other sectors",
"1673","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Fugitive emissions from solid fuels",
"1674","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Fugitive emissions from oil and gas",
"1675","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Memo: International aviation",
"1676","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Memo: International navigation",
"1677","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Production of minerals",
"1678","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Cement production",
"1679","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Lime production",
"1680","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Production of chemicals",
"1681","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Production of metals",
"1682","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Production of pulp/paper/food/drink",
"1683","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Production of halocarbons and SF6",
"1684","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Refrigeration and Air Conditioning",
"1685","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Foam Blowing",
"1686","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Fire Extinguishers",
"1687","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Aerosols",
"1688","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","F-gas as Solvent",
"1689","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Semiconductor/Electronics Manufacture",
"1690","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Electrical Equipment",
"1691","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Other F-gas use",
"1692","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Non-energy use of lubricants/waxes (CO2)",
"1693","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Solvent and other product use: paint",
"1694","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Solvent and other product use: degrease",
"1695","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Solvent and other product use: chemicals",
"1696","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Solvent and other product use: other",
"1697","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Enteric fermentation",
"1698","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Manure management",
"1699","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Rice cultivation",
"1700","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Direct soil emissions",
"1701","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Manure in pasture/range/paddock",
"1702","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Indirect N2O from agriculture",
"1703","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Other direct soil emissions",
"1704","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Savanna burning",
"1705","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Agricultural waste burning",
"1706","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Forest fires",
"1707","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Grassland fires",
"1708","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Decay of wetlands/peatlands",
"1709","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Other vegetation fires",
"1710","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Forest Fires-Post burn decay",
"1711","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Solid waste disposal on land",
"1712","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Wastewater handling",
"1713","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Waste incineration",
"1714","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Other waste handling",
"1715","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Fossil fuel fires",
"1716","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Indirect N2O from non-agricultural NOx",
"1717","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Indirect N2O from non-agricultural NH3",
"1718","I-AIR-PM10","I-AIR-PM10 emissions (Gg)","Other sources",
"1719","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Public electricity and heat production",
"1720","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Other Energy Industries",
"1721","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Manufacturing Industries and Construction",
"1722","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Domestic aviation",
"1723","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Road transportation",
"1724","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Rail transportation",
"1725","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Inland navigation",
"1726","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Other transportation",
"1727","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Residential and other sectors",
"1728","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Fugitive emissions from solid fuels",
"1729","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Fugitive emissions from oil and gas",
"1730","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Memo: International aviation",
"1731","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Memo: International navigation",
"1732","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Production of minerals",
"1733","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Cement production",
"1734","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Lime production",
"1735","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Production of chemicals",
"1736","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Production of metals",
"1737","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Production of pulp/paper/food/drink",
"1738","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Production of halocarbons and SF6",
"1739","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Refrigeration and Air Conditioning",
"1740","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Foam Blowing",
"1741","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Fire Extinguishers",
"1742","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Aerosols",
"1743","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","F-gas as Solvent",
"1744","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Semiconductor/Electronics Manufacture",
"1745","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Electrical Equipment",
"1746","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Other F-gas use",
"1747","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Non-energy use of lubricants/waxes (CO2)",
"1748","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Solvent and other product use: paint",
"1749","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Solvent and other product use: degrease",
"1750","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Solvent and other product use: chemicals",
"1751","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Solvent and other product use: other",
"1752","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Enteric fermentation",
"1753","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Manure management",
"1754","I-AIR-HCFC141b","I-AIR-HCFC141b emissions (Gg)","Rice cultivation",
